order_ref,order_date,customer_email,product_sku,product_name,product_category,quantity,unit_price,total_amount,payment_method,region
ORD-000193,2025-08-19,customer122@outlook.com,SKU-ELEC-004,Smart Watch,Electronics,3,19548.76,58646.28,mpesa,Machakos
ORD-000194,2025-10-26,customer2@kenya.co.ke,SKU-CLOTH-003,Running Shoes,Clothing,1,6291.12,6291.12,other,Eldoret
ORD-000195,2025-11-04,customer90@kenya.co.ke,SKU-BOOK-005,DevOps Handbook,Books,1,3383.31,3383.31,mpesa,Thika
ORD-000196,2025-09-04,customer139@outlook.com,SKU-HOME-002,Blender Pro,Home & Kitchen,2,9182.98,18365.96,mpesa,Nyeri
ORD-000197,2025-10-09,customer47@yahoo.co.ke,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,3,3136.58,9409.74,mpesa,Machakos
ORD-000198,2025-10-22,customer117@kenya.co.ke,SKU-BOOK-003,Design Patterns,Books,1,2463.32,2463.32,other,Mombasa
ORD-000199,2025-08-19,customer59@outlook.com,SKU-CLOTH-004,Winter Jacket,Clothing,2,8340.71,16681.42,mpesa,Kisumu
ORD-000200,2025-10-17,customer28@yahoo.com,SKU-BOOK-003,Design Patterns,Books,2,2578.91,5157.82,mpesa,Machakos
ORD-000201,2025-09-01,customer199@kenya.co.ke,SKU-CLOTH-003,Running Shoes,Clothing,4,5549.18,22196.72,mpesa,Garissa
ORD-000202,2025-10-14,customer108@kenya.co.ke,SKU-BOOK-004,System Architecture,Books,5,3176.39,15881.95,paystack,Nairobi
ORD-000203,2025-10-31,customer87@yahoo.com,SKU-BOOK-001,Programming Guide,Books,5,2071.67,10358.35,mpesa,Nyeri
ORD-000204,2025-10-17,customer174@outlook.com,SKU-ELEC-003,Wireless Headphones,Electronics,5,8601.59,43007.95,paystack,Kakamega
ORD-000205,2025-10-09,customer194@kenya.co.ke,SKU-CLOTH-001,Cotton T-Shirt,Clothing,2,1431.55,2863.1,mpesa,Kitale
ORD-000206,2025-08-13,customer46@yahoo.com,SKU-ELEC-003,Wireless Headphones,Electronics,4,8673.25,34693.0,mpesa,Machakos
ORD-000207,2025-08-20,customer45@yahoo.com,SKU-HOME-005,Air Purifier,Home & Kitchen,5,15475.11,77375.55,other,Nairobi
ORD-000208,2025-08-30,customer25@kenya.co.ke,SKU-BOOK-001,Programming Guide,Books,3,2331.05,6993.15,bank_transfer,Kitale
ORD-000209,2025-09-28,customer167@yahoo.co.ke,SKU-ELEC-005,Tablet Max,Electronics,5,34931.76,174658.8,paystack,Nairobi
ORD-000210,2025-09-19,customer124@kenya.co.ke,SKU-BOOK-002,Data Science Book,Books,4,2106.86,8427.44,mpesa,Bungoma
ORD-000211,2025-09-22,customer159@outlook.com,SKU-ELEC-001,Smartphone Pro,Electronics,1,80279.81,80279.81,mpesa,Kitale
ORD-000212,2025-09-05,customer101@outlook.com,SKU-ELEC-004,Smart Watch,Electronics,2,20491.59,40983.18,paystack,Nyeri
ORD-000213,2025-08-16,customer5@yahoo.co.ke,SKU-BOOK-004,System Architecture,Books,2,3020.53,6041.06,mpesa,Malindi
ORD-000214,2025-09-18,customer24@outlook.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,2,3732.33,7464.66,mpesa,Bungoma
ORD-000215,2025-09-05,customer143@outlook.com,SKU-ELEC-002,Laptop Ultra,Electronics,5,130396.37,651981.85,mpesa,Eldoret
ORD-000216,2025-09-23,customer115@kenya.co.ke,SKU-CLOTH-004,Winter Jacket,Clothing,5,7748.6,38743.0,mpesa,Kakamega
ORD-000217,2025-08-10,customer171@gmail.com,SKU-ELEC-005,Tablet Max,Electronics,2,35083.4,70166.8,mpesa,Kitale
ORD-000218,2025-08-12,customer69@gmail.com,SKU-BOOK-004,System Architecture,Books,5,3023.33,15116.65,mpesa,Garissa
ORD-000219,2025-10-27,customer21@yahoo.com,SKU-CLOTH-004,Winter Jacket,Clothing,2,8045.19,16090.38,mpesa,Busia
ORD-000220,2025-10-08,customer121@outlook.com,SKU-ELEC-002,Laptop Ultra,Electronics,3,129508.33,388524.99,mpesa,Busia
ORD-000221,2025-08-22,customer46@yahoo.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,3,4688.22,14064.66,mpesa,Busia
ORD-000222,2025-08-15,customer129@yahoo.com,SKU-BOOK-003,Design Patterns,Books,2,2650.75,5301.5,mpesa,Malindi
ORD-000223,2025-08-28,customer69@gmail.com,SKU-BOOK-005,DevOps Handbook,Books,5,3375.58,16877.9,mpesa,Bungoma
ORD-000224,2025-09-20,customer3@outlook.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,2,3951.24,7902.48,mpesa,Nairobi
ORD-000225,2025-10-16,customer86@gmail.com,SKU-BOOK-002,Data Science Book,Books,4,2214.78,8859.12,paystack,Machakos
ORD-000226,2025-10-21,customer36@gmail.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,3,3267.32,9801.96,mpesa,Busia
ORD-000227,2025-09-28,customer179@yahoo.co.ke,SKU-ELEC-002,Laptop Ultra,Electronics,4,130259.69,521038.76,mpesa,Nyeri
ORD-000228,2025-08-14,customer184@yahoo.co.ke,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,1,5246.8,5246.8,mpesa,Nairobi
ORD-000229,2025-09-11,customer187@gmail.com,SKU-BOOK-003,Design Patterns,Books,2,2638.45,5276.9,mpesa,Kakamega
ORD-000230,2025-08-09,customer49@kenya.co.ke,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,5,5119.92,25599.6,mpesa,Mombasa
ORD-000231,2025-08-30,customer95@outlook.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,4,4744.88,18979.52,other,Nyeri
ORD-000232,2025-08-12,customer132@gmail.com,SKU-CLOTH-002,Denim Jeans,Clothing,2,4129.49,8258.98,mpesa,Kitale
ORD-000233,2025-09-26,customer165@gmail.com,SKU-CLOTH-002,Denim Jeans,Clothing,5,3800.78,19003.9,mpesa,Machakos
ORD-000234,2025-08-09,customer61@yahoo.com,SKU-HOME-001,Coffee Maker,Home & Kitchen,5,6550.86,32754.3,mpesa,Nairobi
ORD-000235,2025-08-15,customer76@yahoo.co.ke,SKU-BOOK-004,System Architecture,Books,1,3002.8,3002.8,other,Malindi
ORD-000236,2025-10-06,customer27@yahoo.com,SKU-ELEC-003,Wireless Headphones,Electronics,5,8555.4,42777.0,mpesa,Mombasa
ORD-000237,2025-09-30,customer154@kenya.co.ke,SKU-BOOK-003,Design Patterns,Books,3,2127.84,6383.52,mpesa,Garissa
ORD-000238,2025-10-03,customer34@outlook.com,SKU-BOOK-003,Design Patterns,Books,4,2513.36,10053.44,mpesa,Eldoret
ORD-000239,2025-09-01,customer30@yahoo.com,SKU-BOOK-005,DevOps Handbook,Books,1,3462.41,3462.41,other,Busia
ORD-000240,2025-10-18,customer95@outlook.com,SKU-ELEC-005,Tablet Max,Electronics,5,34559.35,172796.75,bank_transfer,Thika
ORD-000241,2025-09-16,customer188@kenya.co.ke,SKU-ELEC-002,Laptop Ultra,Electronics,5,130146.91,650734.55,card,Machakos
ORD-000242,2025-08-19,customer169@gmail.com,SKU-ELEC-005,Tablet Max,Electronics,4,35222.54,140890.16,mpesa,Mombasa
ORD-000243,2025-08-19,customer145@outlook.com,SKU-ELEC-001,Smartphone Pro,Electronics,5,80044.8,400224.0,mpesa,Malindi
ORD-000244,2025-08-27,customer172@yahoo.com,SKU-CLOTH-002,Denim Jeans,Clothing,3,4489.28,13467.84,mpesa,Nakuru
ORD-000245,2025-11-02,customer38@gmail.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,3,3787.43,11362.29,mpesa,Malindi
ORD-000246,2025-09-25,customer104@outlook.com,SKU-CLOTH-001,Cotton T-Shirt,Clothing,4,1227.54,4910.16,mpesa,Bungoma
ORD-000247,2025-09-08,customer123@yahoo.co.ke,SKU-CLOTH-002,Denim Jeans,Clothing,2,3755.63,7511.26,mpesa,Garissa
ORD-000248,2025-08-14,customer102@gmail.com,SKU-BOOK-002,Data Science Book,Books,1,2927.31,2927.31,mpesa,Nairobi
ORD-000249,2025-11-03,customer111@yahoo.com,SKU-ELEC-004,Smart Watch,Electronics,2,19958.58,39917.16,other,Thika
ORD-000250,2025-09-28,customer174@outlook.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,2,4757.62,9515.24,bank_transfer,Eldoret
ORD-000251,2025-08-19,customer142@yahoo.co.ke,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,1,3374.35,3374.35,card,Kakamega
ORD-000252,2025-08-22,customer172@yahoo.com,SKU-BOOK-003,Design Patterns,Books,5,1931.22,9656.1,mpesa,Garissa
ORD-000253,2025-10-17,customer142@yahoo.co.ke,SKU-ELEC-002,Laptop Ultra,Electronics,5,130202.56,651012.8,mpesa,Kitale
ORD-000254,2025-08-19,customer136@outlook.com,SKU-CLOTH-001,Cotton T-Shirt,Clothing,2,1470.09,2940.18,mpesa,Nairobi
ORD-000255,2025-08-07,customer184@yahoo.co.ke,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,5,3474.24,17371.2,mpesa,Thika
ORD-000256,2025-11-01,customer97@yahoo.com,SKU-ELEC-005,Tablet Max,Electronics,4,35465.33,141861.32,bank_transfer,Kakamega
ORD-000257,2025-08-25,customer118@gmail.com,SKU-CLOTH-004,Winter Jacket,Clothing,3,7515.42,22546.26,mpesa,Machakos
ORD-000258,2025-10-29,customer141@kenya.co.ke,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,2,5022.15,10044.3,mpesa,Nakuru
ORD-000259,2025-10-06,customer138@yahoo.com,SKU-ELEC-004,Smart Watch,Electronics,3,19675.6,59026.8,mpesa,Kisumu
ORD-000260,2025-08-19,customer114@outlook.com,SKU-ELEC-002,Laptop Ultra,Electronics,1,130350.37,130350.37,mpesa,Kisumu
ORD-000261,2025-08-18,customer1@outlook.com,SKU-BOOK-004,System Architecture,Books,5,3175.2,15876.0,mpesa,Busia
ORD-000262,2025-10-17,customer103@gmail.com,SKU-HOME-005,Air Purifier,Home & Kitchen,3,14726.01,44178.03,other,Garissa
ORD-000263,2025-09-11,customer38@gmail.com,SKU-BOOK-004,System Architecture,Books,1,2912.47,2912.47,mpesa,Malindi
ORD-000264,2025-08-08,customer98@outlook.com,SKU-CLOTH-002,Denim Jeans,Clothing,5,3583.78,17918.9,mpesa,Thika
ORD-000265,2025-10-04,customer23@yahoo.co.ke,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,3,5217.58,15652.74,mpesa,Machakos
ORD-000266,2025-08-19,customer147@kenya.co.ke,SKU-ELEC-001,Smartphone Pro,Electronics,2,80407.09,160814.18,mpesa,Thika
ORD-000267,2025-10-13,customer3@outlook.com,SKU-ELEC-005,Tablet Max,Electronics,3,35070.4,105211.2,paystack,Thika
ORD-000268,2025-11-02,customer74@outlook.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,2,4644.06,9288.12,mpesa,Nakuru
ORD-000269,2025-09-04,customer120@yahoo.co.ke,SKU-ELEC-004,Smart Watch,Electronics,5,19942.03,99710.15,mpesa,Nakuru
ORD-000270,2025-10-26,customer13@gmail.com,SKU-BOOK-003,Design Patterns,Books,5,2602.51,13012.55,mpesa,Machakos
ORD-000271,2025-08-20,customer185@outlook.com,SKU-BOOK-003,Design Patterns,Books,3,2122.94,6368.82,mpesa,Nakuru
ORD-000272,2025-10-16,customer79@outlook.com,SKU-CLOTH-002,Denim Jeans,Clothing,2,4061.04,8122.08,mpesa,Bungoma
ORD-000273,2025-10-22,customer187@gmail.com,SKU-CLOTH-001,Cotton T-Shirt,Clothing,4,1259.6,5038.4,mpesa,Garissa
ORD-000274,2025-10-13,customer90@kenya.co.ke,SKU-BOOK-004,System Architecture,Books,3,2790.0,8370.0,paystack,Kakamega
ORD-000275,2025-09-30,customer141@kenya.co.ke,SKU-BOOK-001,Programming Guide,Books,3,1551.33,4653.99,other,Meru
ORD-000276,2025-09-29,customer176@kenya.co.ke,SKU-ELEC-005,Tablet Max,Electronics,3,35464.88,106394.64,mpesa,Kisumu
ORD-000277,2025-10-23,customer144@yahoo.co.ke,SKU-BOOK-001,Programming Guide,Books,4,1882.29,7529.16,mpesa,Busia
ORD-000278,2025-08-24,customer129@yahoo.com,SKU-BOOK-002,Data Science Book,Books,2,2760.35,5520.7,mpesa,Mombasa
ORD-000279,2025-08-15,customer103@gmail.com,SKU-BOOK-004,System Architecture,Books,1,2652.95,2652.95,mpesa,Kitale
ORD-000280,2025-10-13,customer18@kenya.co.ke,SKU-HOME-001,Coffee Maker,Home & Kitchen,3,6576.85,19730.55,mpesa,Kitale
ORD-000281,2025-08-29,customer16@gmail.com,SKU-CLOTH-002,Denim Jeans,Clothing,5,4041.07,20205.35,mpesa,Thika
ORD-000282,2025-09-24,customer149@yahoo.co.ke,SKU-BOOK-001,Programming Guide,Books,2,1889.7,3779.4,mpesa,Kakamega
ORD-000283,2025-09-04,customer146@yahoo.com,SKU-ELEC-001,Smartphone Pro,Electronics,3,80021.77,240065.31,mpesa,Garissa
ORD-000284,2025-08-24,customer172@yahoo.com,SKU-CLOTH-005,Baseball Cap,Clothing,5,875.99,4379.95,mpesa,Kisumu
ORD-000285,2025-08-09,customer74@outlook.com,SKU-BOOK-002,Data Science Book,Books,4,2388.57,9554.28,mpesa,Machakos
ORD-000286,2025-10-24,customer148@kenya.co.ke,SKU-CLOTH-005,Baseball Cap,Clothing,5,698.83,3494.15,other,Thika
ORD-000287,2025-09-20,customer125@yahoo.co.ke,SKU-ELEC-004,Smart Watch,Electronics,5,19843.2,99216.0,mpesa,Nyeri
ORD-000288,2025-09-16,customer95@outlook.com,SKU-HOME-002,Blender Pro,Home & Kitchen,4,8903.29,35613.16,mpesa,Machakos
ORD-000289,2025-09-16,customer63@yahoo.co.ke,SKU-BOOK-003,Design Patterns,Books,4,1886.47,7545.88,mpesa,Nakuru
ORD-000290,2025-08-23,customer142@yahoo.co.ke,SKU-CLOTH-004,Winter Jacket,Clothing,2,8437.6,16875.2,mpesa,Bungoma
ORD-000291,2025-08-10,customer34@outlook.com,SKU-ELEC-004,Smart Watch,Electronics,1,20254.44,20254.44,mpesa,Meru
ORD-000292,2025-09-27,customer142@yahoo.co.ke,SKU-CLOTH-004,Winter Jacket,Clothing,2,7902.52,15805.04,mpesa,Malindi
ORD-000293,2025-08-27,customer20@yahoo.co.ke,SKU-ELEC-003,Wireless Headphones,Electronics,5,8585.39,42926.95,other,Kisumu
ORD-000294,2025-09-27,customer157@yahoo.com,SKU-HOME-001,Coffee Maker,Home & Kitchen,3,6991.18,20973.54,mpesa,Kitale
ORD-000295,2025-08-30,customer194@kenya.co.ke,SKU-CLOTH-001,Cotton T-Shirt,Clothing,3,1053.32,3159.96,mpesa,Mombasa
ORD-000296,2025-09-17,customer123@yahoo.co.ke,SKU-ELEC-005,Tablet Max,Electronics,5,35437.47,177187.35,card,Kitale
ORD-000297,2025-08-06,customer181@gmail.com,SKU-ELEC-003,Wireless Headphones,Electronics,4,8675.0,3.47e4,mpesa,Kitale
ORD-000298,2025-10-15,customer40@gmail.com,SKU-BOOK-005,DevOps Handbook,Books,1,2851.08,2851.08,mpesa,Nakuru
ORD-000299,2025-10-04,customer101@outlook.com,SKU-BOOK-005,DevOps Handbook,Books,5,2720.49,13602.45,other,Machakos
ORD-000300,2025-10-11,customer119@yahoo.com,SKU-BOOK-002,Data Science Book,Books,3,2084.48,6253.44,mpesa,Busia
ORD-000301,2025-09-10,customer41@gmail.com,SKU-BOOK-003,Design Patterns,Books,1,1970.95,1970.95,mpesa,Mombasa
ORD-000302,2025-09-29,customer198@yahoo.co.ke,SKU-ELEC-003,Wireless Headphones,Electronics,1,8883.62,8883.62,other,Eldoret
ORD-000303,2025-09-28,customer14@outlook.com,SKU-CLOTH-002,Denim Jeans,Clothing,5,4484.99,22424.95,mpesa,Thika
ORD-000304,2025-09-12,customer32@yahoo.co.ke,SKU-BOOK-003,Design Patterns,Books,4,2611.74,10446.96,mpesa,Kisumu
ORD-000305,2025-10-04,customer161@kenya.co.ke,SKU-BOOK-005,DevOps Handbook,Books,3,3460.71,10382.13,paystack,Kakamega
ORD-000306,2025-11-04,customer94@gmail.com,SKU-BOOK-005,DevOps Handbook,Books,4,2728.93,10915.72,mpesa,Nairobi
ORD-000307,2025-09-15,customer181@gmail.com,SKU-BOOK-005,DevOps Handbook,Books,1,2657.04,2657.04,mpesa,Busia
ORD-000308,2025-10-04,customer97@yahoo.com,SKU-BOOK-004,System Architecture,Books,5,2528.88,12644.4,mpesa,Mombasa
ORD-000309,2025-09-14,customer27@yahoo.com,SKU-BOOK-002,Data Science Book,Books,1,2952.45,2952.45,mpesa,Bungoma
ORD-000310,2025-09-19,customer136@outlook.com,SKU-ELEC-004,Smart Watch,Electronics,2,20474.23,40948.46,mpesa,Meru
ORD-000311,2025-10-21,customer196@outlook.com,SKU-CLOTH-001,Cotton T-Shirt,Clothing,3,1644.96,4934.88,card,Nakuru
ORD-000312,2025-08-30,customer184@yahoo.co.ke,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,1,3491.52,3491.52,mpesa,Kakamega
ORD-000313,2025-09-01,customer52@yahoo.com,SKU-CLOTH-004,Winter Jacket,Clothing,4,7681.21,30724.84,mpesa,Eldoret
ORD-000314,2025-09-06,customer138@yahoo.com,SKU-HOME-002,Blender Pro,Home & Kitchen,1,8742.5,8742.5,mpesa,Thika
ORD-000315,2025-09-03,customer44@outlook.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,2,4501.84,9003.68,mpesa,Bungoma
ORD-000316,2025-08-29,customer105@outlook.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,5,5112.4,25562.0,mpesa,Meru
ORD-000317,2025-09-17,customer18@kenya.co.ke,SKU-CLOTH-003,Running Shoes,Clothing,4,5826.32,23305.28,mpesa,Nairobi
ORD-000318,2025-09-09,customer15@kenya.co.ke,SKU-ELEC-005,Tablet Max,Electronics,3,35130.91,105392.73,mpesa,Garissa
ORD-000319,2025-10-14,customer57@yahoo.com,SKU-CLOTH-005,Baseball Cap,Clothing,1,735.45,735.45,mpesa,Meru
ORD-000320,2025-09-24,customer165@gmail.com,SKU-BOOK-003,Design Patterns,Books,1,2057.48,2057.48,mpesa,Kitale
ORD-000321,2025-09-21,customer49@kenya.co.ke,SKU-BOOK-005,DevOps Handbook,Books,4,3131.7,12526.8,mpesa,Eldoret
ORD-000322,2025-08-23,customer9@gmail.com,SKU-CLOTH-005,Baseball Cap,Clothing,4,1113.1,4452.4,mpesa,Bungoma
ORD-000323,2025-10-24,customer98@outlook.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,1,3738.23,3738.23,card,Nyeri
ORD-000324,2025-11-02,customer13@gmail.com,SKU-ELEC-001,Smartphone Pro,Electronics,3,80423.93,241271.79,bank_transfer,Meru
ORD-000325,2025-08-08,customer178@yahoo.com,SKU-ELEC-001,Smartphone Pro,Electronics,5,80388.36,401941.8,mpesa,Kisumu
ORD-000326,2025-09-21,customer42@outlook.com,SKU-ELEC-002,Laptop Ultra,Electronics,5,129877.84,649389.2,mpesa,Bungoma
ORD-000327,2025-10-03,customer187@gmail.com,SKU-ELEC-001,Smartphone Pro,Electronics,3,80057.24,240171.72,other,Bungoma
ORD-000328,2025-10-19,customer127@yahoo.co.ke,SKU-HOME-005,Air Purifier,Home & Kitchen,3,14749.38,44248.14,other,Garissa
ORD-000329,2025-10-31,customer146@yahoo.com,SKU-ELEC-001,Smartphone Pro,Electronics,2,79540.52,159081.04,mpesa,Nakuru
ORD-000330,2025-08-25,customer132@gmail.com,SKU-BOOK-003,Design Patterns,Books,4,1822.2,7288.8,mpesa,Nakuru
ORD-000331,2025-08-27,customer149@yahoo.co.ke,SKU-BOOK-001,Programming Guide,Books,4,1602.11,6408.44,mpesa,Kitale
ORD-000332,2025-09-06,customer196@outlook.com,SKU-ELEC-001,Smartphone Pro,Electronics,3,80259.27,240777.81,mpesa,Kisumu
ORD-000333,2025-08-17,customer74@outlook.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,2,3947.2,7894.4,mpesa,Bungoma
ORD-000334,2025-09-12,customer95@outlook.com,SKU-HOME-001,Coffee Maker,Home & Kitchen,1,7271.93,7271.93,paystack,Bungoma
ORD-000335,2025-10-19,customer139@outlook.com,SKU-ELEC-005,Tablet Max,Electronics,1,34557.0,34557.0,paystack,Mombasa
ORD-000336,2025-09-05,customer163@yahoo.com,SKU-BOOK-005,DevOps Handbook,Books,5,3452.04,17260.2,card,Kakamega
ORD-000337,2025-11-03,customer47@yahoo.co.ke,SKU-HOME-002,Blender Pro,Home & Kitchen,3,8722.05,26166.15,mpesa,Kakamega
ORD-000338,2025-08-14,customer76@yahoo.co.ke,SKU-ELEC-004,Smart Watch,Electronics,2,20029.54,40059.08,mpesa,Kisumu
ORD-000339,2025-10-31,customer135@gmail.com,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,2,3181.07,6362.14,mpesa,Kisumu
ORD-000340,2025-08-15,customer44@outlook.com,SKU-CLOTH-004,Winter Jacket,Clothing,4,7501.09,30004.36,mpesa,Malindi
ORD-000341,2025-08-11,customer182@gmail.com,SKU-CLOTH-001,Cotton T-Shirt,Clothing,1,1285.57,1285.57,mpesa,Nyeri
ORD-000342,2025-08-25,customer78@gmail.com,SKU-ELEC-001,Smartphone Pro,Electronics,5,79731.06,398655.3,mpesa,Garissa
ORD-000343,2025-08-08,customer141@kenya.co.ke,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,2,3836.34,7672.68,other,Machakos
ORD-000344,2025-08-17,customer151@yahoo.com,SKU-BOOK-004,System Architecture,Books,5,2940.22,14701.1,mpesa,Kakamega
ORD-000345,2025-10-08,customer122@outlook.com,SKU-BOOK-004,System Architecture,Books,3,2460.19,7380.57,card,Thika
ORD-000346,2025-09-28,customer52@yahoo.com,SKU-ELEC-003,Wireless Headphones,Electronics,3,9474.85,28424.55,mpesa,Kakamega
ORD-000347,2025-09-05,customer37@yahoo.co.ke,SKU-CLOTH-005,Baseball Cap,Clothing,1,1210.4,1210.4,paystack,Malindi
ORD-000348,2025-09-09,customer53@gmail.com,SKU-CLOTH-002,Denim Jeans,Clothing,1,3724.46,3724.46,mpesa,Nyeri
ORD-000349,2025-08-19,customer176@kenya.co.ke,SKU-ELEC-002,Laptop Ultra,Electronics,4,130394.63,521578.52,mpesa,Nyeri
ORD-000350,2025-08-17,customer19@yahoo.co.ke,SKU-HOME-001,Coffee Maker,Home & Kitchen,2,6964.1,13928.2,mpesa,Malindi
ORD-000351,2025-09-30,customer23@yahoo.co.ke,SKU-HOME-005,Air Purifier,Home & Kitchen,1,15076.24,15076.24,bank_transfer,Busia
ORD-000352,2025-09-01,customer32@yahoo.co.ke,SKU-HOME-002,Blender Pro,Home & Kitchen,3,9497.89,28493.67,mpesa,Kakamega
ORD-000353,2025-10-19,customer124@kenya.co.ke,SKU-ELEC-001,Smartphone Pro,Electronics,5,79847.6,399238.0,paystack,Kisumu
ORD-000354,2025-10-04,customer134@outlook.com,SKU-BOOK-001,Programming Guide,Books,3,1589.23,4767.69,mpesa,Malindi
ORD-000355,2025-10-23,customer128@yahoo.co.ke,SKU-ELEC-005,Tablet Max,Electronics,4,34865.19,139460.76,mpesa,Eldoret
ORD-000356,2025-09-27,customer21@yahoo.com,SKU-HOME-002,Blender Pro,Home & Kitchen,2,8725.36,17450.72,card,Kakamega
ORD-000357,2025-09-02,customer61@yahoo.com,SKU-ELEC-003,Wireless Headphones,Electronics,5,8830.77,44153.85,card,Kakamega
ORD-000358,2025-08-14,customer175@outlook.com,SKU-CLOTH-001,Cotton T-Shirt,Clothing,4,1837.12,7348.48,mpesa,Nairobi
ORD-000359,2025-09-30,customer169@gmail.com,SKU-BOOK-003,Design Patterns,Books,2,2436.42,4872.84,mpesa,Malindi
ORD-000360,2025-10-25,customer105@outlook.com,SKU-ELEC-004,Smart Watch,Electronics,4,20004.07,80016.28,other,Malindi
ORD-000361,2025-09-13,customer199@kenya.co.ke,SKU-CLOTH-001,Cotton T-Shirt,Clothing,4,1959.44,7837.76,mpesa,Garissa
ORD-000362,2025-10-13,customer32@yahoo.co.ke,SKU-BOOK-003,Design Patterns,Books,4,2377.97,9511.88,card,Garissa
ORD-000363,2025-10-13,customer81@yahoo.co.ke,SKU-HOME-002,Blender Pro,Home & Kitchen,5,9225.28,46126.4,mpesa,Kakamega
ORD-000364,2025-09-28,customer150@kenya.co.ke,SKU-ELEC-001,Smartphone Pro,Electronics,4,80070.32,320281.28,mpesa,Mombasa
ORD-000365,2025-09-13,customer118@gmail.com,SKU-HOME-005,Air Purifier,Home & Kitchen,4,14503.62,58014.48,bank_transfer,Mombasa
ORD-000366,2025-08-08,customer125@yahoo.co.ke,SKU-CLOTH-002,Denim Jeans,Clothing,2,3611.87,7223.74,mpesa,Kakamega
ORD-000367,2025-10-16,customer62@outlook.com,SKU-HOME-001,Coffee Maker,Home & Kitchen,1,6924.57,6924.57,mpesa,Nakuru
ORD-000368,2025-11-02,customer133@outlook.com,SKU-ELEC-001,Smartphone Pro,Electronics,4,79660.39,318641.56,other,Machakos
ORD-000369,2025-09-22,customer122@outlook.com,SKU-BOOK-002,Data Science Book,Books,5,2718.82,13594.1,mpesa,Mombasa
ORD-000370,2025-09-16,customer47@yahoo.co.ke,SKU-HOME-001,Coffee Maker,Home & Kitchen,2,7252.99,14505.98,mpesa,Nyeri
ORD-000371,2025-08-06,customer73@outlook.com,SKU-BOOK-001,Programming Guide,Books,1,2071.25,2071.25,mpesa,Bungoma
ORD-000372,2025-10-13,customer124@kenya.co.ke,SKU-BOOK-002,Data Science Book,Books,5,2231.09,11155.45,other,Nakuru
ORD-000373,2025-10-13,customer46@yahoo.com,SKU-ELEC-001,Smartphone Pro,Electronics,2,79848.93,159697.86,card,Nyeri
ORD-000374,2025-09-10,customer164@yahoo.co.ke,SKU-BOOK-005,DevOps Handbook,Books,4,2755.5,11022.0,mpesa,Kisumu
ORD-000375,2025-09-26,customer183@kenya.co.ke,SKU-BOOK-003,Design Patterns,Books,3,1823.65,5470.95,mpesa,Bungoma
ORD-000376,2025-09-13,customer150@kenya.co.ke,SKU-CLOTH-004,Winter Jacket,Clothing,1,8024.67,8024.67,mpesa,Kisumu
ORD-000377,2025-09-11,customer136@outlook.com,SKU-HOME-004,Kitchen Knife Set,Home & Kitchen,3,5480.17,16440.51,bank_transfer,Machakos
ORD-000378,2025-10-08,customer196@outlook.com,SKU-BOOK-004,System Architecture,Books,2,2329.7,4659.4,mpesa,Machakos
ORD-000379,2025-09-21,customer25@kenya.co.ke,SKU-HOME-003,Bed Sheets Set,Home & Kitchen,3,3993.74,11981.22,mpesa,Machakos
ORD-000380,2025-09-20,customer61@yahoo.com,SKU-CLOTH-002,Denim Jeans,Clothing,5,4151.63,20758.15,mpesa,Nairobi
ORD-000381,2025-10-07,customer134@outlook.com,SKU-ELEC-002,Laptop Ultra,Electronics,5,129576.59,647882.95,mpesa,Meru
ORD-000382,2025-09-04,customer173@yahoo.com,SKU-BOOK-004,System Architecture,Books,4,2831.79,11327.16,bank_transfer,Bungoma
ORD-000383,2025-09-11,customer39@kenya.co.ke,SKU-ELEC-004,Smart Watch,Electronics,2,19816.45,39632.9,other,Meru
ORD-000384,2025-09-01,customer109@kenya.co.ke,SKU-CLOTH-004,Winter Jacket,Clothing,3,8280.38,24841.14,other,Nakuru
ORD-000385,2025-08-07,customer2@kenya.co.ke,SKU-ELEC-001,Smartphone Pro,Electronics,5,79946.52,399732.6,mpesa,Meru
ORD-000386,2025-10-18,customer82@gmail.com,SKU-ELEC-001,Smartphone Pro,Electronics,3,80334.72,241004.16,mpesa,Mombasa
